Content_ID,Content_Type,Title,Hindi_Title,Theatrical_Release_Year,Hoichoi_Live_Date,Hoichoi_Ending_Date,Season_Number,Total_Episodes,Duration_Total_or_Per_Ep,Genre,Sub_Genre,Age_Rating,Age_Rating_Descriptors,Available_on_hoichoi,Link,Cast,Director,Writer,Production_House,Synopsis_Long,Synopsis_Short,Trailer_Link,Languages,Brand_Name,Literature_Adapted,Primary_Mood,Narrative_Tone,Ending_Type,Binge_Score,Family_Element_Score,AI_Generated_Keywords,Monetization_Model,Release_Type,Is_Bangladeshi,Recommended_Titles,Promotional_Rights
HOI612,Movie,Roudra Chaya,N/A,1973,2017-05-20,2032-11-13,N/A,N/A,106 min,Drama,Drama,U/A 13+,Violence,Yes,N/A,"Uttam Kumar, Anjana Bhowmick, Bhanu Bandyopadhyay",Sachin Adhikary,N/A,N/A,"Uttam Kumar plays Bibhas, the estranged son of an industrialist, raised in a church who later becomes a feared goon. Reunited with his family under the shadow of his father’s expectations, Bibhas must decide whether to reclaim his legacy or follow his own path.",A long-lost son turned goon returns to confront his past and his father’s legacy in this Uttam Kumar classic.,,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",FVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI613,Movie,Sakhi Tumi Kar,N/A,1996,2017-05-20,Perpetual,N/A,N/A,154 min,Romance,Romance,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Prosenjit Chatterjee, Satabdi Roy, Abhishek Chatterjee",Swapan Saha,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Sagar, a kind-hearted young man, falls deeply in love with Sakhi, the spirited daughter of a powerful zamindar. But their love faces fierce opposition from her authoritative father and rigid societal norms. Will their bond overcome the hurdles of class divide and parental disapproval?","Sagar falls in love with Sakhi, who is a dominant zamindar’s daughter. Will the two ever unite?",,Bengali,N/A,No,Romantic,Sentimental,Happy,7,8,"romance, nan",SVOD,Library,No,"Silpi (2056), Nidhi Ram Sardar, Korapaak, Rang Milanti, Swapnajaal",N/A
HOI614,Movie,Shubho Drishti,N/A,2006,2017-05-20,Perpetual,N/A,N/A,143 min,Romance,Romance,U,Suitable for all ages,Yes,N/A,"Jeet, Koel Mallick, Parambrata Chatterjee",Prabhat Roy,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","This is the story of two brothers with opposite personalities—one mature and settled, the other free-spirited and dreamy. As the elder brother ties the knot, the younger begins his journey to find true love. Full of heartfelt moments and laughter, this is a warm family drama with love at its core.","Two very different brothers explore love and marriage in this emotional, romantic, and fun family entertainer.",,Bengali,N/A,No,Feel-good,Sentimental,Happy,7,8,"romance, nan",SVOD,Library,No,"Ahare Mon, Raja Rani Raji, Shesh Porjonto, Romeo, Teen Cup Chaa",N/A
HOI615,Movie,Swapnerdin,N/A,2004,2017-05-20,Perpetual,N/A,N/A,92 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Prosenjit Chatterjee, Raima Sen, Rimi Sen",Buddhadeb Dasgupta,N/A,N/A,"A projectionist, a fugitive driver, and a pregnant refugee journey across rural Bengal—each chasing a fragile dream. As their paths entwine, harsh realities threaten to derail hope. Swapnerdin is a haunting tale of longing, resilience, and the dreams we refuse to let go.","Three strangers on a dusty road—each hiding a past, each chasing a dream. But not all of them will make it through.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI616,Movie,Pran Sajani,N/A,1996,2017-05-20,2023-07-20,N/A,N/A,148 min,Romance,Romance,U/A 7+,Appropriate for age 7 and above,No,N/A,"Tapas Paul, Anju Ghosh, Indrani Halder",Narayan Ghosh,N/A,N/A,"Wrongly accused of theft, a man is sidelined from the village. Will his fearless daughter succeed in making things right? Watch the full movie on Hoichoi.","Wrongly accused of theft, a man is cast out. Can his fearless daughter set things right? Watch on Hoichoi.",,Bengali,N/A,No,Romantic,Sentimental,Happy,7,7,"romance, nan",SVOD,Library,No,"Silpi (2056), Nidhi Ram Sardar, Korapaak, Rang Milanti, Swapnajaal",N/A
HOI617,Movie,Rupban,N/A,1991,2017-05-20,2023-01-07,N/A,N/A,167 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,No,N/A,"Tapas Paul, Rozina",Zillur Rehman,N/A,N/A,"A story about a king though highly adored, is cursed with bad luck for being childless. Will the curse remain forever? Watch the full movie on Hoichoi.","A beloved king, cursed for being childless, faces bad luck. Will the curse last forever? Watch on Hoichoi.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI618,Movie,Swartho,N/A,2009,2017-05-20,2031-02-07,N/A,N/A,138 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Soumitra Chatterjee, Madhabi Mukherjee, Paran Bandopadhyay",Somnath Sen,N/A,N/A,"In Swartho, Sasadhar, a simple farmer, leaves his land and stays with his nephews in the city. His nephews, expecting wealth after the land sale, are shocked when Sasadhar donates money to charity. Betrayal and greed surface as family tensions rise, forcing him to defend his values and dignity.",An honest farmer faces betrayal and greed as spoiled nephews seek his wealth—amid family drama and moral lessons.,,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",FVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI619,Movie,Yuddho (2005),N/A,2005,2017-05-20,Perpetual,N/A,N/A,161 min,Action,Action,U/A 13+,Violence,Yes,N/A,"Jeet, Mithun Chakraborty, Koel Mallick",Rabi Kinagi,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Framed in a false case, honest police officer Agnishwar faces jail time and disgrace. As he struggles with betrayal and injustice, he must decide whether to accept his fate or rise and fight back to clear his name.",Police officer Agnishwar gets convicted in a false case. Will he be able to fight back?,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"action, nan",SVOD,Library,No,"Kabir, Boss, Sesh Kartabya, ACP Ranveer, Gangstar King",N/A
HOI620,Movie,Bhai Amar Bhai,N/A,1996,2017-05-18,Perpetual,N/A,N/A,174 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Prosenjit Chatterjee, Abhishek Chatterjee, Chiranjeet Chakrabarti",Swapan Saha,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","After their father’s killer resurfaces and threatens their lives, three estranged siblings come together, bound by pain and purpose. As they confront past wounds and deadly enemies, the path to justice tests their unity, courage, and the strength of their bond.","After their father's murderer threatens them, three siblings reunite to seek revenge.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI621,Movie,Dada Thakur,N/A,2001,2017-05-18,Perpetual,N/A,N/A,187 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Arpita Pal, Ranjit Mallick, Victor Banerjee",Haranath Chakraborty,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Gita tries to reconnect with her estranged father, who remains distant as he awaits the return of his younger daughter from America. As emotions run high and long-held grievances resurface, the family navigates a delicate path toward reconciliation and understanding.",Gita seeks her father's love while he longs for his younger daughter in America. Can broken bonds be healed?,,Bengali,N/A,No,Drama,Neutral,Open,5,8,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI622,Movie,Nayan Shyama,N/A,1983,2017-05-18,2033-04-13,N/A,N/A,116 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Ranjit Mallick, Sumitra Mukherjee, Biplab Chatterjee",Nitish Mukherjee,N/A,N/A,"Adapted from Shirshendu Mukhopadhyay’s novel, this heartfelt story follows Nayan and Shyama—two individuals brought together by love. As their relationship grows, they navigate personal struggles and societal pressures, discovering the strength of love in the face of life’s many trials.","Based on Shirshendu Mukhopadhyay’s novel, this is the love story of Nayan and Shyama and their emotional journey.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",FVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI623,Movie,Bhoy,N/A,2011,2017-05-17,Perpetual,N/A,N/A,103 min,Horror,Horror,U/A 13+,Violence,Yes,N/A,"Satabdi Roy, Monami Ghosh, Abhishek Chatterjee",Subhendu Ghosh,N/A,Unimass Entertainment,"Rupsha begins to experience unsettling changes, after moving in with Amitava. Lost time, strange visions, and a creeping sense of dread. As eerie incidents escalate, she must confront a chilling truth that blurs the line between reality and possession. Something—or someone—has followed her home.","After moving into an apartment with Amitava, Rupsha starts feeling strange when eerie incidents occur around her.",,Bengali,N/A,No,Dark,Scary,Cliffhanger,6,2,"horror, nan",SVOD,Library,No,"Bhuto Purbo, Brombhodoityo, Flat No 609, Shob Bhooturey, Golpo Holeo Shotti",N/A
HOI624,Movie,Bindaas,N/A,2014,2017-05-17,Perpetual,N/A,N/A,153 min,Action,Action,U/A 16+,"Foul Language, Violence, Substance use, Sexual Content",Yes,N/A,"Dev, Sayantika Banerjee, Srabanti Chatterjee",Rajib Kumar Biswas,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Abhi falls for Kajol, but their families are sworn enemies. Determined to end the blood feud, he enters rival territory with nothing but love and wit. Bindaas, starring Dev, Srabanti, and Sayantika, is a high-energy mix of action, romance, and emotions!",Abhi risks everything for love—entering enemy ground to unite two warring families and win Kajol’s heart.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"action, nan",SVOD,Library,No,"Kabir, Boss, Sesh Kartabya, ACP Ranveer, Gangstar King",N/A
HOI625,Movie,Chitrangada - The Crowning Wish,N/A,2012,2017-05-17,Perpetual,N/A,N/A,126 min,Drama,Drama,A 18+,"Sexual Content, Substance Use",Yes,N/A,"Rituparno Ghosh, Jisshu Sengupta, Raima Sen, Anusua Majumdar, Dipankar Dey",Rituparno Ghosh,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Directed by Rituparno Ghosh, Chitrangada – The Crowning Wish explores the emotional journey of Rudra, a choreographer who decides to undergo gender reassignment surgery while staging Tagore’s Chitrangada. Rituparno, themself, acts in this film, turning it into one of their masterpieces.",A choreographer's journey of gender identity unfolds through a stage adaptation of Tagore’s Chitrangada.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI626,Movie,Chotoder Chobi,N/A,2015,2017-05-17,Perpetual,N/A,N/A,109 min,Drama,Drama,U,Suitable for all ages,Yes,N/A,"Dulal Sarkar, Deblina Roy, Pradip Roy",Kaushik Ganguly,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Khoka fights for his friend Shibu, a trapeze artist who is not provided adequate compensation after he meets with an accident. Things get complicated when Khoka falls for Shibu's daughter.","Khoka fights for fair pay for injured trapeze artist Shibu, but things twist when he falls for Shibu’s daughter.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI627,Movie,Cinemawala,N/A,2016,2017-05-17,Perpetual,N/A,N/A,105 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Paran Bandopadhyay, Parambrata Chattopadhyay, Sohini Sarkar",Kaushik Ganguly,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","With streaming platforms and multiplexes taking over, Kamalini—a beloved single-screen theatre in a small town—struggles to survive. As its owner and staff battle to keep the reels running, the film becomes a moving tribute to cinema, nostalgia, and the fading magic of the big screen.","As digital change sweeps in, a small-town theatre fights to stay alive, holding on to memories, reels, and relevance.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI628,Movie,East Bengaler Chhele,N/A,1996,2017-05-17,2031-02-07,N/A,N/A,130 min,Sports Drama,Sports Drama,U,Suitable for all ages,Yes,N/A,"Chiranjeet Chakrabarti, Satabdi Roy, Tarun Kumar",Aloke Bhowmik,N/A,"Bimalendu Sardar, Binoy Mukherjee, Pradyut Mitra","An aspiring footballer struggles against poverty, pressure, and self-doubt on his path to success. Just as the odds stack up, his elder brother steps in, reigniting hope and pushing him toward his dream. In the game of life, sometimes your biggest win is having someone believe in you.",A young footballer’s dreams are tested by hardship—until his brother steps in to change the game.,,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, sports drama",FVOD,Library,No,"No Dorai, Golondaaj, Bicycle Kick, Kony, Saheb",N/A
HOI629,Movie,Encounter,N/A,2013,2017-05-17,Perpetual,N/A,N/A,123 min,Thriller,Thriller,A 18+,"Violence, Foul Language",Yes,N/A,"Dheeraj Pandit, Ferdous Ahmed, Biswajit Chakraborty",Suman Mukhopadhyay,N/A,Kamini Tewari,"Four strangers get entangled with the underworld, each drawn in by desperation, greed, or chance. As they dive deeper, trust breaks down and betrayal lurks at every turn. A gritty thriller that unravels the dark maze of crime, where every choice could be their last.","Four lives collide with the underworld, dragging them into a dangerous web of crime, betrayal, and survival.",,Bengali,N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Library,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI630,Movie,Fande Poriya Boga Kande Re,N/A,2011,2017-05-17,Perpetual,N/A,N/A,164 min,Comedy,Comedy,A 18+,Violence,Yes,N/A,"Soham Chakraborty, Srabanti Chatterjee, Dipankar Dey",Soumik Chatterjee,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","Deb (Soham), a city-slicker, pretends to be a humble villager to win over Rani (Srabanti), the daughter of a strict rural family. But when his lies begin to trip over each other, Deb must either come clean or keep juggling the madness—all for love, of course!","A city boy fakes his identity to win over a village girl—but love gets tangled in lies, laughs, and family drama.",,Bengali,N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Abar Bibaho Obhijaan, Hoichoi Unlimited, Ajob Prem Ebong, Bibaho Diaries, Galpa Holeo Satyi (2066)",N/A
HOI631,Movie,Hemlock Society,N/A,2012,2017-05-17,Perpetual,N/A,N/A,140 min,Drama,Drama,A 18+,Foul Language,Yes,N/A,"Parambrata Chattopadhyay, Koel Mallick, Roopa Ganguly, Dipankar Dey",Srijit Mukherji,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","A film by Srijit Mukherji, Hemlock Society stars Koel Mallick as Meghna, a heartbroken woman contemplating suicide. She meets Ananda Kar (Parambrata Chattopadhyay), who runs a strange institution that trains people in the art of dying. But in teaching death, he helps her choose life.",A suicidal woman meets a man who runs a death school—but their bond leads her back to hope and life.,,Bengali,N/A,No,Drama,Neutral,Tragic,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI632,Movie,Iti Mrinalini,N/A,2011,2017-05-17,Perpetual,N/A,N/A,137 min,Drama,Drama,U/A 16+,Sexual Content,Yes,N/A,"Aparna Sen, Konkona Sen Sharma, Rajat Kapoor, Koushik Sen, Indraneil Sengupta, Saheb Bhattacherjee",Aparna Sen,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","On a lonely night, an ageing actress prepares to end her life, revisiting memories of lost love, ambition, and regret. As she writes her final letter, the lines between her reel and real selves blur. Iti Mrinalini stars Aparna Sen and Konkona Sen Sharma in a deeply personal, reflective drama.","A fading actress pens a farewell, confronting the ghosts of her past and the silence fame leaves behind.",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI633,Movie,Jamai 420,N/A,2015,2017-05-17,Perpetual,N/A,N/A,136 min,Comedy,Comedy,A 18+,"Foul Language, Substance Use, Sexual Content",Yes,N/A,"Ankush Hazra, Soham Chakraborty, Paayel Sarkar, Hiraan Chatterjee, Nusrat Jahan, Mimi Chakraborty",Rabi Kinagi,N/A,"Shrikant Mohta, Mahendra Soni and SVF Entertainment Pvt. Ltd.","When three friends land in Bangkok to win over their girlfriends, nothing goes as planned. Mistaken identities, jealous lovers, and wild chases turn their romantic mission into utter madness. Packed with laughs, Jamai 420 features Ankush, Soham, Hiran, Paayel, Mimi, and Nusrat.","Three grooms. Three brides. One crazy trip to Bangkok where chaos, confusion, and comedy collide!",,Bengali,N/A,No,Feel-good,Funny,Happy,7,8,"nan, comedy",SVOD,Library,No,"Bibaho Obhijaan, Aami Aar Amar Girlfriends, Bye Bye Bangkok, Half Serious, Mahapurush O Kapurush",N/A
HOI634,Movie,Janmadata,N/A,2008,2017-05-17,Perpetual,N/A,N/A,175 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Ranjit Mallick, Jisshu Sengupta, Rachana Banerjee",Swapan Saha,N/A,Jhamu Sughand and Prosenjit,"Once inseparable, two friends become bitter enemies, dividing their families for generations. Years later, their grandchildren cross paths—unaware of the past that binds them. As love and friendship blossom, they must decide: will they carry forward the hatred, or finally break the cycle?","Two close friends turn into foes. With time, will their grandchildren be able to end this family feud?",,Bengali,N/A,No,Drama,Neutral,Tragic,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
HOI635,Movie,Jiban Niye Khela,N/A,1999,2017-05-17,Perpetual,N/A,N/A,150 min,Drama,Drama,U/A 7+,Appropriate for age 7 and above,Yes,N/A,"Ranjit Mallick, Debashree Roy, Biplab Chatterjee",Anjan Choudhury,N/A,N/A,"Dr. Subhankar joins a neglected village hospital, bringing hope to a community long forgotten. As he heals with compassion and challenges deep-rooted corruption, resistance grows stronger. Can he fight the odds and stay true to his mission, or will the system force him to give up the fight?","Dr. Subhankar joins the village hospital, and becomes the saviour of the villagers. Can he continue in his mission?",,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, drama",SVOD,Library,No,"Saba, Onko Ki Kothin, Asha Jaoar Majhe, Ei Raat Tomar Amaar, Shontaan",N/A
